open,high,low,close,volume,rsi_7,rsi_14,cci_7,cci_14,sma_50,ema_50,sma_100,ema_100,macd,bollinger,TrueRange,atr_7,atr_14,next_day_close
233.516998,234.845001,225.195999,232.878998,24621700,51.67486381746564,43.005323894430354,95.16953619993477,11.409380095698278,250.54039004347828,242.69971943418187,250.54039004347828,246.50037268770078,-9.06695334,242.6032982,9.649001999999996,17.90540485992647,19.355925686153142,247.847
232.699997,248.210007,230.022003,247.847,24782500,61.095592684102144,48.893580752229646,121.13673847070392,60.6485208189376,250.42816545833332,243.0267908656424,250.42816545833332,246.5703203086708,-6.871711491,241.7858979,18.188003999999978,17.946799992046575,19.255552018058257,253.718002
247.352005,255.074005,243.889999,253.718002,33582700,64.2819491164571,51.03060888673931,125.87899746317538,104.67638854809934,250.55975891999998,243.6900039810019,250.55975891999998,246.93002969486085,-4.675745526,240.74809799999997,11.18400600000001,16.95976162104569,18.5717900391445,273.472992
254.078995,309.384003,254.078995,273.472992,106794000,72.97197756170665,57.47431047552822,166.25367396372943,198.11832161815533,251.4410371153846,245.49633021122432,251.4410371153846,248.2262479201937,-1.524374533,240.1122979,55.666000999999994,22.591560907954886,21.67294268280388,263.475006
273.166992,275.480011,250.653,263.475006,44399000,63.80602443490998,53.62817872275598,72.94412981890031,121.41671960408745,251.88673966666667,246.5638485646673,251.88673966666667,248.94990699669225,0.24012247740628823,238.5691979,24.827011,22.91596359326782,21.93345792722668,233.914993
263.351013,266.535004,227.046005,233.914993,44352200,44.51774281631266,44.20855620783935,-30.76332147,45.28650512664285,251.24489157142855,245.82764135227558,251.24489157142855,248.2555973911433,-0.500523423,236.09749754999999,39.48899900000001,25.315575535558345,23.3674704560553,233.513
233.348007,238.705994,220.712006,233.513,32213400,44.30524831954408,44.095125774804345,-86.01635661,-0.893027943,250.63344703448274,245.12424254520147,250.63344703448274,247.59228369518127,-1.101557121,233.25274804999998,17.993988,24.257527121763843,22.932997019462686,226.425003
232.772003,242.850998,225.839005,226.425003,26605200,40.343889848793495,42.046589084640786,-83.50776927,-4.390178665,249.8264989,244.07494823573253,249.8264989,246.6633061117185,-2.072777705,230.83419869999997,17.011993000000018,23.212197854928295,22.458724416686568,217.464005
226.440994,233.503998,216.309006,217.464005,23348200,35.64335582660712,39.54529086500568,-98.07153615,-51.79694314,248.78254748387096,242.6065089476964,248.78254748387096,245.4119629466698,-3.46269697,228.4243988,17.194991999999985,22.345308941207396,22.040723963204947,226.972
216.867004,231.574005,212.014999,226.972,29128500,43.755388745199156,43.39316472312758,-72.72134552,-54.78807007,248.1009679,241.7573269927653,248.1009679,244.63952114513992,-3.808759358,226.38319925000002,19.55900600000001,21.944376488262556,21.845207995382534,238.229004
226.490997,242.175003,222.658997,238.229004,30612100,52.09585080139564,47.64220273872051,-7.891878813,-12.66977867,247.80181745454547,241.56853807918156,247.80181745454547,244.37679053022975,-3.201652201,227.0015999,19.516006000000004,21.595310344471034,21.66304721716555,227.268005
237.453995,245.957001,224.483002,227.268005,40783700,44.585252578358414,44.16587598321448,20.03775954811629,-32.1941043,247.19788179411765,240.81414481453487,247.19788179411765,243.69014356089752,-3.506224082,229.4598503,21.473998999999992,21.57788791269454,21.64836180157734,226.852997
227.511002,230.057999,221.113007,226.852997,26594300,44.30311639191627,44.034862372700196,-45.05754118,-70.85906406,246.61659937142858,240.0874918641998,246.61659937142858,243.0278641894263,-3.735064404,230.31030040000002,8.944991999999985,19.764961476752447,20.66768535789281,217.110992
227.664993,239.404999,214.725006,217.110992,22516400,37.75931208493165,40.96302545895563,-61.04388656,-77.23654072,245.79699916666667,238.90675766619395,245.79699916666667,242.02796947101007,-4.603664118,230.76100000000002,24.679992999999996,20.46985064123078,20.975651192595762,222.266006
216.923004,230.509995,216.231995,222.266006,24435300,42.96047236697544,43.220182060997665,-59.06764879,-75.69714551,245.16102637837838,238.0618944072658,245.16102637837838,241.27959001898947,-4.840905783,231.9113006,14.277999999999992,19.582341572669897,20.464294887103602,227.753998
222.632996,230.298996,222.606995,227.753998,21604200,48.323939924655875,45.604524768005064,-4.973003277,-49.96175573,244.70294668421053,237.54453302755428,244.70294668421053,240.77647024992507,-4.554698479,232.78205020000001,8.032989999999984,17.927705693844963,19.519828938841243,223.412003
227.692993,229.438004,221.076996,223.412003,17145200,44.46465123270382,44.02917930972035,-50.74782899,-57.52119084,244.15702505128203,236.84291066865742,244.15702505128203,240.14159749157255,-4.608927297,233.20960075000002,8.361007999999998,16.557678730982868,18.67587651246984,220.110001
223.389008,223.977005,217.018997,220.110001,27791300,41.52251116617046,42.817841325925926,-121.4227501,-88.89775044,243.5558495,236.0207652511007,243.5558495,239.4212824215583,-4.850710198,233.6493507,6.958007999999978,15.18341184136667,17.793351496960085,219.839005
220.281998,221.807007,215.332001,219.839005,21115100,41.261101519407895,42.71397733885503,-131.6856786,-107.8718258,242.9773898292683,235.2335075289355,242.9773898292683,238.72832055144465,-5.00509718,233.2964508,6.475006000000008,13.937110991889444,16.944215995674774,219.184998
219.731995,223.406006,218.074005,219.184998,17201900,40.54245658970758,42.44637798634883,-67.35214852,-89.37802533,242.41090430952383,234.46003052444854,242.41090430952383,238.04735025330288,-5.118845219,232.58540039999997,5.332000999999991,12.705910395301448,16.07615367381631,221.764008
219.207993,222.199005,217.613998,221.764008,15206200,44.95330578636985,43.93793362873778,-44.24667076,-76.37029072,241.93074393023258,233.85357687737573,241.93074393023258,237.48837930152422,-4.950449682,232.02965089999998,4.58500699999999,11.544245417604149,15.21998904342385,235.427002
221.968994,240.259003,221.261993,235.427002,42744400,62.25843357149662,51.159399005928194,152.82838042446136,125.64516850423219,241.78293161363635,233.928097747257,241.78293161363635,237.41862996466452,-3.706054157,231.40865100000002,18.997010000000017,12.610134033697106,15.500537996815861,257.321014
235.528,259.808014,235.528,257.321014,49732500,76.22906622965752,60.04173190733628,190.10380743975327,264.64787314270563,242.12822233333333,235.02708473543495,242.12822233333333,238.08273236614886,-0.993292474,231.58880160000004,24.381012000000027,14.293323065032492,16.158286311685668,234.824997
257.506989,265.610992,227.684006,234.824997,56552400,52.79991913093084,49.98319096172207,82.35084878813385,131.24403420040957,241.9694565652174,235.01766390056548,241.9694565652174,237.9754832513135,-0.603965303,229.6564019,37.926986,17.672374098072673,17.766381766534167,233.843002
234.824997,239.520996,229.022003,233.843002,28153700,51.98620025742379,49.59263141474176,18.503699186970056,52.9972516068981,241.79655327659574,234.9633063889156,241.79655327659574,237.8411980427406,-0.368549975,228.17480164999998,10.498992999999984,16.646873494953407,17.23083439171518,243.610001
233.421997,245.774994,232.313995,243.610001,27363100,59.269945955033,53.48565255998776,46.23473764963415,97.04977919606532,241.83433343750002,235.3606275931544,241.83433343750002,238.02630602672107,0.5812109291101137,228.6595521,13.460998999999987,16.191469986759383,16.9536555554609,236.326004
243.779999,244.251007,232.339996,236.326004,25200800,52.35902883025087,50.361822007348295,6.553780935173702,61.608497430040465,241.7219185510204,235.40469050088973,241.7219185510204,237.9724093011823,0.7497521197684875,228.80020224999998,11.911010999999974,15.579655050947116,16.583668672005345,240.283005
236.410004,242.671997,235.591995,240.283005,18270500,55.637422596404704,52.00186640386221,-2.53170564,65.42303719400572,241.6931403,235.62593055146925,241.6931403,238.04479024499767,1.1826008698315036,229.49310235000002,7.0800020000000075,14.364872943225436,15.887721714849905,243.779007
240.251007,247.100998,239.298996,243.779007,23876700,58.57566963981182,53.46475734738813,37.66976703931336,82.59218131918612,240.2837406,235.9934317473263,241.73403962745098,238.22237199478565,1.7818839922348104,230.80885245000005,7.802002000000016,13.426958643911611,15.296674357665001,244.533997
243.751999,255.320007,243.184006,244.533997,12284200,59.25558667594785,53.792291239257565,141.13337297483145,98.09806629016106,238.8737802,236.37615649739394,241.78788496153845,238.41567678131804,2.2901232308506962,231.68695229999997,12.136000999999993,13.242475208343215,15.06602145095021,235.977005
244.544006,246.391998,233.850998,235.977005,19527000,48.688534627772434,49.536645511541415,-31.97765325,29.185629089465138,237.97168032000002,236.35836904407634,241.67824571698114,238.3417879356327,1.990169115181999,231.57435234999997,12.540999999999997,13.142236094422692,14.882040473485922,238.891998
235.994995,240.108994,232.421005,238.891998,16400000,52.08450361637724,50.95994867096253,-84.52149618,9.583385647862459,237.4656201,236.47067501114594,241.62664853703703,238.35828547240652,1.9616336933578111,232.155552,7.6879889999999875,12.362868871179273,14.358610227422746,238.735001
238.998001,239.901001,236.401993,238.735001,14200400,51.86880064324435,50.876718859088896,-45.09783858,10.169658198250291,236.7508402,236.57053349862002,241.57407312727273,238.36946708476822,1.904523005899847,232.74965219999999,3.4990080000000034,11.096339677313864,13.569528688437716,237.470001
238.889999,239.339996,235.529999,237.470001,11496200,49.92517267956627,50.165765307129874,-64.3717871,-16.95987123,235.7764603,236.61000786024283,241.50078612500002,238.34303046105347,1.7383866880560106,233.76760265000001,3.80999700000001,10.055248027228485,12.861254267688581,236.425995
237.337006,237.710007,234.257004,236.425995,13619400,48.18660144964101,49.55035319395539,-75.95013492,-64.06236988,234.6182401,236.60196974763585,241.41175470175438,238.28722116739306,1.5060777158624319,234.4756021,3.4530029999999954,9.111926056586581,12.179253391033882,253.828003
236.436005,256.653015,236.436005,253.828003,44013900,69.10717814128218,58.65499216889356,126.47582817533674,129.5960229605716,234.0278202,237.3510971216449,241.62582794827588,238.7354755387118,2.6802436057233763,235.7793024,20.227019999999982,10.700004569570522,12.762014847993491,254.263
253.520004,254.692001,249.479004,254.263,13949300,69.46671121307611,58.85488373673799,140.1846705431035,181.60425611835157,233.30492035999998,238.08343471835846,241.84001730508473,239.17933425103305,3.603805814214553,237.32185220000002,5.212997000000001,9.91605835689396,12.215906699129116,260.201996
254.283005,261.660004,245.932999,260.201996,25213700,74.24169690890353,61.58560192318865,107.65669985194768,167.9195491214067,233.01304047999997,239.03733771185304,242.14605028333332,239.7750407571006,4.75558807736283,239.326452,15.72700500000002,10.746273461543995,12.469673523092652,275.670013
260.356995,276.300995,258.312988,275.670013,40465700,82.53898762956418,67.61423720423318,149.3910921277839,226.67221508775606,233.2132407,240.61103322668222,242.69562344262295,240.78356777872042,6.827034845483922,242.1180024,17.988006999999982,11.780892139328252,12.868176970081073,281.701996
275.04599,285.79599,268.161011,281.701996,50461300,84.77084807347862,69.6167242921233,135.68066596674043,207.78864683781666,233.4913608,242.36966863071942,243.32475848387097,241.92377925020176,8.849281438036115,245.2438523,17.634979000000044,12.617249376351445,13.212138668876145,273.09201
281.98999,284.225006,268.126007,273.09201,41383000,69.89355632015025,63.57413504312825,80.63795486330152,142.16290304781495,234.4359811,243.67984737557495,243.79725453968254,242.78534956155218,9.650703797777226,247.8102524,16.098998999999992,13.11467231520627,13.420296225072187,276.178009
272.739014,281.666992,264.769012,276.178009,41302400,71.95191339718289,64.75495998084148,56.50017568240782,110.34249335867712,236.3974814,245.0610198162844,244.303203828125,243.70122778623022,10.412956979118604,249.84780270000002,16.897980000000018,13.655172908970156,13.67088565781929,272.722992
275.600006,277.608002,270.015015,272.722992,28918900,66.0532121774252,62.319188594907274,39.769763169914356,88.1651434880888,237.6550613,246.23280558798473,244.74043133846155,244.49119917615252,10.617434687403858,250.6179016,7.592986999999994,12.789107801892092,13.233208850335995,276.260986
272.294006,277.854004,270.132996,276.260986,17825900,69.08143020757717,63.8199917478302,40.360257121039965,79.44986884648577,239.01834105999998,247.50083782686988,245.2180155,245.34960401027112,10.937117148828605,252.6897011,7.721007999999983,12.065065921178162,12.836499759870065,274.354004
276.433014,277.858002,272.565002,274.354004,22067900,65.41213166346076,62.37784959491926,20.009422088350345,68.75428155525125,240.52022124000004,248.631389666979,245.652881,246.12767362164763,10.911506156580373,254.7152512,5.293000000000006,11.097596294918334,12.293892951281098,289.606995
274.812012,292.700989,273.893005,289.606995,59178200,76.87438899500268,68.50768742,191.41124079442366,100.5867275707476,242.105581,250.35155020564562,246.29926502941174,247.285910880407,11.977724443127727,257.0151009,18.807983999999976,12.199111127907186,12.762218989221566,291.76001
289.862,300.044006,289.743011,291.76001,67770800,78.07113331697799,69.26882173973938,162.27141209822489,125.59207467723489,243.6435614,252.0850897804909,246.9581164057971,248.4626029912284,12.847391430039465,259.7868012,10.437011000000041,11.947376490168427,12.595127600474784,296.378998
291.524994,297.390991,290.507996,296.378998,33963900,80.58576821238213,70.89408057997679,105.17832994011742,126.08502516630719,245.3448413,253.93452827052454,247.664129,249.7219886936335,13.749105979537433,262.5916008,6.882994999999994,11.223878520975505,12.184826337971623,294.354004
296.127014,297.088013,292.412994,294.354004,32585200,76.12111638826357,69.16703393373537,77.17516942061165,125.67529557716209,246.6939813,255.61792189889064,248.32173287323945,250.88749744332193,14.137853598624872,265.1203507,4.675018999999963,10.288310646799774,11.645614823247543,285.337006
294.118011,294.497986,285.337006,285.337006,31421500,59.10870997506825,61.93212616665502,16.097319768188015,71.95064189139484,247.7326013,256.8526613675914,248.83583388888889,251.78146040298088,13.564520106468649,267.16050110000003,9.160980000000052,10.127260974904793,11.467282024268709,281.88501
284.441986,286.34201,280.976013,281.88501,22612300,53.74400630723233,59.37173352737962,-55.3900944,24.90416133932135,248.7127216,257.8902619340549,249.28856232876714,252.55787259587066,12.686238272470007,269.45590135000003,5.365996999999993,9.447071586134626,11.029518197711313,286.393005
281.424988,286.528992,280.996002,286.393005,11970100,59.3631964437093,61.604137725673425,-69.4093013,25.162114099216726,249.4836417,259.0690773956391,249.7899737162162,253.42533190837958,12.211997557080792,271.8309517,5.532990000000041,8.887910858356047,10.635271843065784,290.592987
285.684998,294.112,285.684998,290.592987,21516100,64.10313804018287,63.61032469695838,3.549821420100844,65.4696417485515,250.22114137999998,260.3700551010093,250.33401389333332,254.3727011621134,12.035294740437735,274.423851,8.427002000000016,8.822066108380827,10.476927691317586,285.505005
290.595001,292.36499,284.373993,285.505005,21497200,55.03106935290199,59.550955647198826,-29.64845667,34.127265245862745,250.4617816,261.40523715810934,250.79679009210523,255.1617474944181,11.35485188503634,276.8256012,7.990996999999993,8.703340980454042,10.298723121954522,256.299011
285.066986,285.335999,249.869995,256.299011,57008000,28.253457037815622,42.70430163704783,-217.4328458,-165.3351961,250.31826173999997,261.19535073246277,250.86824750649353,255.19041247942843,8.368262397192723,277.819252,35.635009999999994,12.550749200765958,12.114495170457904,260.928009
255.880005,264.243988,248.636002,260.928009,52732000,34.1760217562947,45.343467482722474,-135.3081735,-172.8523386,250.85852205999998,261.18438262381756,250.99721880769232,255.33425269890887,6.301429588599035,278.17425230000003,15.607986000000011,12.987499935441582,12.364803033405003,261.748993
260.955994,264.847992,259.161987,261.748993,18456700,35.281453871431594,45.820134357317166,-74.03654772,-124.0497693,251.4232419,261.20750476796906,251.1333172151899,255.49422605072394,4.675678124491526,278.54855194999993,5.686004999999966,11.944423865997674,11.886374432055133,260.024994
261.644012,262.196014,255.649994,260.024994,17130100,33.88722810975783,44.93392916122128,-65.76426497,-117.7072216,252.09524173999998,261.1591620830864,251.24446317500002,255.60663875002518,3.2114170128521096,278.5397019,6.546019999999999,11.17321991412595,11.503902362893813,267.959991
259.916992,269.747009,259.589996,267.959991,18438100,45.460459835316676,49.7511696865192,-22.39100358,-72.04542388,253.1051615,261.43672708680737,251.4508277160494,255.9116096772201,2.6594607164533386,278.1542008,10.157013000000006,11.02804694929805,11.407457572600942,266.73999
267.894989,277.296997,261.744995,266.73999,22811900,44.07645950362772,49.04082342546324,22.109817492250098,-48.72069507,253.90052126000003,261.65282605260296,251.63728091463412,256.17763355119956,2.0995526405437204,277.4061005,15.552001999999959,11.674328335330983,11.704177547517306,245.595001
266.576996,267.002991,244.154999,245.595001,40073700,27.281841794796236,38.72150540533008,-145.4088466,-110.6689513,254.0478412,260.999498227993,251.56448236144578,255.9188800704992,-0.047189227,276.03125,22.847992000000005,13.270570432849714,12.501864508849552,246.197006
247.472,249.190002,236.514999,246.197006,35866900,28.19067397362707,39.11431829861008,-158.4961729,-130.1787275,254.4264212,260.39812897838743,251.5005838333333,255.68227273171433,-1.680585923,274.5321999,12.675003000000004,13.18548916857065,12.5142560691336,248.531998
246.276001,254.354004,244.904999,248.531998,25730000,32.034480786782126,40.702086289222486,-70.97446323,-96.31920291,254.86000123999997,259.91673200060495,251.46565929411767,255.50903774940608,-2.755116408,273.3226502,9.449005,12.651704627266204,12.294906440044054,247.029007
248.565994,256.811005,245.212997,247.029007,17274900,30.79653855194381,39.97937712890347,-50.622309,-85.82986054,255.4583615,259.3945965917336,251.41407031395346,255.30449106088162,-3.68531567,271.8610512,11.598008000000021,12.501176274512186,12.245042885742473,252.798004
246.975006,254.205002,246.975006,252.798004,16040900,41.005567617550206,44.08345712936994,-28.14658864,-69.20364203,256.0690015,259.12768773057775,251.42997759770114,255.24429212530077,-3.912411228,270.7832512,7.229996,11.748149392670971,11.886256701578,242.712997
252.740005,253.139008,240.850006,242.712997,21699400,31.52164206320093,39.0558432848938,-78.05200638,-93.28473647,256.3681815,258.4643491360202,251.33092100000002,254.94458816552083,-4.849385519,268.43855130000003,12.289001999999982,11.825414150095622,11.915066615471433,247.526001
242.878998,249.242004,239.214005,247.526001,23009600,39.333925804805354,42.43030788641488,-68.82716556,-87.70346242,256.8504614,258.0228443909735,251.28816908988765,254.76788899706017,-5.144634935,266.2268509,10.027999000000023,11.56864027455037,11.78009164794474,244.223999
247.453995,248.729996,242.738998,244.223999,22672000,36.04275411375785,40.762745742800085,-52.75400051,-81.79362223,257.3327414,257.46651963228805,251.20967831111113,254.51775464705693,-5.580483377,263.61910090000003,5.9909979999999905,10.771833483460266,11.366059652759022,247.272003
244.223007,247.541,241.160004,247.272003,22877200,41.32949540089747,42.99004921610639,-59.43187644,-73.1698594,257.8814014,257.055961791625,251.16640715384614,254.34653393505997,-5.615411962,261.26500085000004,6.38099600000001,10.1445704784916,11.009563678381186,253.005005
247.089005,254.460999,245.416,253.005005,26272600,50.337704250234225,47.02472755936852,85.5844078238612,-15.32747712,258.5578015,256.8929921794595,251.18639191304345,254.31495384459313,-5.121799908,259.6484008,9.04499899999999,9.987488729808788,10.869083947999304,254.322006
253.074005,256.042999,251.878998,254.322006,23146600,52.300535343278746,47.93628099698333,117.21410294049531,25.125025290889656,259.2089615,256.78966644138603,251.22010819354838,254.31511923665593,-4.571711644,258.27025059999994,4.164001000000013,9.15556141691535,10.38966243713411,253.697006
254.291,255.257996,251.100006,253.697006,12493500,51.18057662745809,47.518403131222016,87.91516893838092,23.85267267747768,259.57436154000004,256.6654959353547,251.24645817021275,254.30067554413301,-4.138453778,256.6354507,4.157989999999984,8.44162227943757,9.944122709459885,260.597992
253.761002,260.674988,251.942001,260.597992,19649200,61.735781097285546,52.44757038127083,116.04578655708904,99.75159844487935,259.6399011,256.82323850236713,251.34489536842108,254.4473045956579,-3.201678393,255.1357009,8.73298699999998,8.483245829118125,9.857537175561257,255.492004
260.721008,261.798004,254.574997,255.492004,20034200,52.025991788694164,48.79580922374796,85.31108171799818,127.51941912605011,260.0532412,256.76988710112295,251.3880944166667,254.47154534821397,-2.838334605,253.63505084999997,7.2230069999999955,8.303211643303202,9.669203269848547,253.179993
255.274002,255.804993,252.205002,253.179993,18467400,48.03494301975749,47.19347275817805,11.954711165477777,60.835782728038375,260.4399811,256.62613997928474,251.40656759793814,254.4416783221314,-2.705652862,253.4791,3.5999909999999886,7.631322764468424,9.235360451716236,245.022003
253.063995,253.847,244.214996,245.022003,30086400,36.506373522690964,41.95791402015929,-158.0952619,-51.39719766,260.4682211,256.1618689531187,251.34141897959185,254.22457065245217,-3.221323813,252.6837997,9.632003999999995,7.9171344481212085,9.263712016560316,243.675995
244.751007,246.117996,239.399994,243.675995,21643500,34.89430337154852,41.14682854750255,-155.0219878,-114.8346362,260.6152209,255.66271646030168,251.26399045454545,253.98223044738293,-3.695949041,251.78014975000002,6.718002000000013,7.74582977230734,9.081757097229332,236.072006
243.694,243.694,232.770996,236.072006,28882000,27.02801275327289,36.81692012037336,-133.6818587,-158.0744399,260.53100093999996,254.88012732947053,251.11207061000002,253.5720665974744,-4.632012305,250.5825004,10.923003999999992,8.199711896512648,9.213354308453281,236.552002
236.016006,239.537003,234.175003,236.552002,16365200,28.219703671358474,37.26569471092404,-99.15201552,-137.8830667,260.3864608,254.1485096291768,250.3351007,253.183492625226,-5.27432633,249.0121009,5.361999999999995,7.794324412540081,8.938103019526174,236.153
236.535004,237.727997,233.494995,236.153,12387900,27.779736949089383,37.03024067457187,-81.49956266,-126.4102979,260.2188409,253.43067317624204,249.54631056999997,252.79585448776436,-5.749269311,247.4827514,4.233001999999999,7.285563992392572,8.60184905598223,224.587006
235.949997,236.934998,221.996002,224.587006,31181800,18.189305043789318,30.929736699328828,-124.3105759,-165.5672214,259.9910409,252.28088142452322,248.9813606,252.15567570406088,-6.978185866,246.43235164999996,14.938996000000003,8.378911561122525,9.054721666227595,219.158997
224.759003,224.975998,216.322998,219.158997,31719000,15.297691100417168,28.552382899683423,-155.493842,-173.5232301,259.5963809,250.96140156000095,248.53100052000002,251.40900027351972,-8.294350023,245.08045120000003,8.652999999999992,8.418067056659739,9.02601435568201,223.832993
219.072998,223.832993,218.649002,223.832993,22562000,26.962199888985737,33.30612899342361,-89.2821833,-126.3147045,259.29834073999996,249.88135555733078,248.0245905,250.78674716439178,-8.858254723,243.845501,5.183990999999992,7.9560561482469385,8.751469506245346,228.572998
223.917007,229.671997,223.917007,228.572998,24805400,37.19516589836915,37.82411959322664,-24.99699697,-79.90918465,259.1204007,249.03352540693803,247.4484305,250.28687467443802,-8.821086263,242.92270049999996,5.839004000000017,7.653620102843245,8.543355583451135,222.882004
228.574997,228.906006,221.942001,222.882004,20429800,31.093134115009022,34.777928658608076,-44.30185363,-84.45163002,258.8495209,247.99358826404068,246.7338805,249.67184829811828,-9.145307132,241.42690050000002,6.964004999999986,7.555103652815943,8.430504206945896,223.356003
222.852997,224.315994,220.876007,223.356003,12939000,32.17436372176179,35.24569708780443,-50.96937928,-84.74601533,258.2400809,247.01439276465246,246.1339505,249.08281726672274,-9.257298418,240.45905079999997,3.439987000000002,6.967229810674413,8.073919508454377,222.600006
